Query_ID,Student_Query,Priority
1520,General timetable inquiry,Low
1379,Transcript request status,Medium
4382,ID card reissue process inquiry,Medium
1024,Internship approval request,Medium
2877,Internship approval request,Medium
4554,Admit card not generated for upcoming exam,High
4796,Scholarship amount not credited,High
913,Internship approval request,Medium
4039,Elective subject change request,Medium
1676,General timetable inquiry,Low
1747,ID card reissue process inquiry,Medium
2971,Sports event registration query,Low
1737,Assignment deadline extension request,Low
1630,Emergency leave approval required,High
4320,Canteen food quality feedback,Low
431,Exam portal is not working,High
1809,Elective subject change request,Medium
3528,Canteen food quality feedback,Low
2388,Sports event registration query,Low
3403,General timetable inquiry,Low
3481,Transcript request status,Medium
5707,ID card reissue process inquiry,Medium
2223,Fee payment failed but amount deducted,High
4199,Internship approval request,Medium
4167,Library access issue,Medium
5351,Exam portal is not working,High
5882,Scholarship amount not credited,High
4587,Canteen food quality feedback,Low
5325,Result not visible on portal,High
1996,Assignment deadline extension request,Low
4991,Hostel electricity issue urgent,High
2225,Canteen food quality feedback,Low
1107,Request for bonafide certificate,Medium
5746,Result not visible on portal,High
819,Club membership request,Low
4073,Assignment deadline extension request,Low
4359,Hostel electricity issue urgent,High
1698,Fee payment failed but amount deducted,High
3222,Fee payment failed but amount deducted,High
137,Request for bonafide certificate,Medium
4524,General timetable inquiry,Low
2922,Transcript request status,Medium
5317,Admit card not generated for upcoming exam,High
1181,Transcript request status,Medium
3435,Sports event registration query,Low
889,ID card reissue process inquiry,Medium
2657,Assignment deadline extension request,Low
5734,Hostel electricity issue urgent,High
2896,Internship approval request,Medium
818,Request for bonafide certificate,Medium
1112,Request for bonafide certificate,Medium
3413,Elective subject change request,Medium
2342,Hostel electricity issue urgent,High
5991,Elective subject change request,Medium
3760,Club membership request,Low
1265,Hostel electricity issue urgent,High
991,ID card reissue process inquiry,Medium
3236,Emergency leave approval required,High
1740,Emergency leave approval required,High
2478,Club membership request,Low
354,Library access issue,Medium
5270,Hostel electricity issue urgent,High
2458,WiFi slow in library,Low
4208,Club membership request,Low
1490,General timetable inquiry,Low
3927,Library access issue,Medium
1229,Internship approval request,Medium
5933,WiFi slow in library,Low
2690,Exam portal is not working,High
5683,General timetable inquiry,Low
53,Internship approval request,Medium
3124,Exam portal is not working,High
3949,Club membership request,Low
3322,Canteen food quality feedback,Low
3653,ID card reissue process inquiry,Medium
1590,Transcript request status,Medium
1480,Request for bonafide certificate,Medium
1470,Transcript request status,Medium
2779,WiFi slow in library,Low
5988,Assignment deadline extension request,Low
2079,Request for bonafide certificate,Medium
3451,Emergency leave approval required,High
5912,Elective subject change request,Medium
2952,General timetable inquiry,Low
437,Request for bonafide certificate,Medium
2887,Request for bonafide certificate,Medium
3886,Canteen food quality feedback,Low
1589,Canteen food quality feedback,Low
4418,Scholarship amount not credited,High
1591,Canteen food quality feedback,Low
3251,Library access issue,Medium
974,Internship approval request,Medium
1239,Hostel electricity issue urgent,High
2343,Scholarship amount not credited,High
2474,Elective subject change request,Medium
3589,Request for bonafide certificate,Medium
5121,Scholarship amount not credited,High
2232,Emergency leave approval required,High
2519,Club membership request,Low
1498,Library access issue,Medium
450,Fee payment failed but amount deducted,High
2370,Fee payment failed but amount deducted,High
4123,Scholarship amount not credited,High
2423,Sports event registration query,Low
5387,Transcript request status,Medium
5957,Scholarship amount not credited,High
1552,Hostel electricity issue urgent,High
5319,WiFi slow in library,Low
1147,Scholarship amount not credited,High
5599,Elective subject change request,Medium
2093,Internship approval request,Medium
1314,WiFi slow in library,Low
2016,Request for bonafide certificate,Medium
4307,Emergency leave approval required,High
3709,Elective subject change request,Medium
3009,General timetable inquiry,Low
1382,Transcript request status,Medium
3249,Club membership request,Low
414,Emergency leave approval required,High
942,General timetable inquiry,Low
802,Library access issue,Medium
4914,ID card reissue process inquiry,Medium
5484,Admit card not generated for upcoming exam,High
257,Transcript request status,Medium
5887,Fee payment failed but amount deducted,High
2236,Internship approval request,Medium
648,Club membership request,Low
1768,Canteen food quality feedback,Low
4106,Hostel electricity issue urgent,High
3936,Exam portal is not working,High
5413,ID card reissue process inquiry,Medium
3950,Club membership request,Low
25,Hostel electricity issue urgent,High
1089,Emergency leave approval required,High
5112,Club membership request,Low
4166,Request for bonafide certificate,Medium
113,Club membership request,Low
2312,Result not visible on portal,High
4648,Admit card not generated for upcoming exam,High
57,Fee payment failed but amount deducted,High
1310,General timetable inquiry,Low
696,General timetable inquiry,Low
4367,Transcript request status,Medium
1228,Emergency leave approval required,High
2000,Exam portal is not working,High
277,Canteen food quality feedback,Low
4061,Assignment deadline extension request,Low
3008,Hostel electricity issue urgent,High
1834,Transcript request status,Medium
683,Club membership request,Low
3140,WiFi slow in library,Low
4335,Canteen food quality feedback,Low
1138,Elective subject change request,Medium
3753,Exam portal is not working,High
3783,Assignment deadline extension request,Low
3012,Assignment deadline extension request,Low
4089,Request for bonafide certificate,Medium
4834,Scholarship amount not credited,High
1347,Elective subject change request,Medium
2551,Fee payment failed but amount deducted,High
4923,Internship approval request,Medium
2802,Elective subject change request,Medium
2385,Assignment deadline extension request,Low
4767,Emergency leave approval required,High
4177,Transcript request status,Medium
3254,Admit card not generated for upcoming exam,High
2610,Internship approval request,Medium
3255,Library access issue,Medium
2570,WiFi slow in library,Low
2754,Request for bonafide certificate,Medium
4989,Emergency leave approval required,High
4927,ID card reissue process inquiry,Medium
82,Emergency leave approval required,High
1973,Sports event registration query,Low
1715,Scholarship amount not credited,High
3143,Request for bonafide certificate,Medium
3623,Internship approval request,Medium
1947,Admit card not generated for upcoming exam,High
3318,Assignment deadline extension request,Low
4085,ID card reissue process inquiry,Medium
4710,Result not visible on portal,High
1611,Canteen food quality feedback,Low
4641,Internship approval request,Medium
2891,Result not visible on portal,High
3246,Scholarship amount not credited,High
5864,Admit card not generated for upcoming exam,High
4626,Library access issue,Medium
666,Sports event registration query,Low
2195,Elective subject change request,Medium
5723,Elective subject change request,Medium
5101,ID card reissue process inquiry,Medium
1018,Elective subject change request,Medium
558,Hostel electricity issue urgent,High
4399,Emergency leave approval required,High
5767,Result not visible on portal,High
1208,Internship approval request,Medium
3803,Admit card not generated for upcoming exam,High
3025,Scholarship amount not credited,High
1511,Canteen food quality feedback,Low
5115,Assignment deadline extension request,Low
5550,Fee payment failed but amount deducted,High
4202,Scholarship amount not credited,High
4568,Emergency leave approval required,High
267,Transcript request status,Medium
2689,Internship approval request,Medium
5463,Emergency leave approval required,High
2112,Request for bonafide certificate,Medium
2944,Canteen food quality feedback,Low
1910,ID card reissue process inquiry,Medium
3106,Library access issue,Medium
3904,ID card reissue process inquiry,Medium
3952,Club membership request,Low
4237,Canteen food quality feedback,Low
3571,Sports event registration query,Low
4824,Result not visible on portal,High
3218,General timetable inquiry,Low
1785,General timetable inquiry,Low
1238,Sports event registration query,Low
4992,Result not visible on portal,High
4701,Result not visible on portal,High
4201,Library access issue,Medium
4866,Canteen food quality feedback,Low
5921,Emergency leave approval required,High
2187,Exam portal is not working,High
3448,Elective subject change request,Medium
909,Emergency leave approval required,High
4319,Sports event registration query,Low
1304,Scholarship amount not credited,High
5602,General timetable inquiry,Low
1628,Request for bonafide certificate,Medium
1523,Hostel electricity issue urgent,High
836,Internship approval request,Medium
359,Scholarship amount not credited,High
139,Exam portal is not working,High
300,ID card reissue process inquiry,Medium
1557,Canteen food quality feedback,Low
1004,Canteen food quality feedback,Low
383,ID card reissue process inquiry,Medium
4195,ID card reissue process inquiry,Medium
762,Admit card not generated for upcoming exam,High
5722,Library access issue,Medium
2955,Result not visible on portal,High
4175,Scholarship amount not credited,High
4848,General timetable inquiry,Low
4440,WiFi slow in library,Low
1403,Scholarship amount not credited,High
2938,Club membership request,Low
5844,Exam portal is not working,High
1933,Internship approval request,Medium
3211,Sports event registration query,Low
2898,Assignment deadline extension request,Low
5568,Exam portal is not working,High
5144,Library access issue,Medium
2828,Admit card not generated for upcoming exam,High
3871,Scholarship amount not credited,High
2756,Library access issue,Medium
59,WiFi slow in library,Low
77,Internship approval request,Medium
797,Scholarship amount not credited,High
2417,Transcript request status,Medium
2986,Canteen food quality feedback,Low
4388,Hostel electricity issue urgent,High
786,Request for bonafide certificate,Medium
5018,Sports event registration query,Low
5068,Transcript request status,Medium
2218,Fee payment failed but amount deducted,High
5322,WiFi slow in library,Low
5029,Exam portal is not working,High
3505,Library access issue,Medium
3371,Result not visible on portal,High
3983,General timetable inquiry,Low
4629,Internship approval request,Medium
911,Canteen food quality feedback,Low
2173,Scholarship amount not credited,High
3519,Internship approval request,Medium
2310,Admit card not generated for upcoming exam,High
5895,Emergency leave approval required,High
1258,Library access issue,Medium
2496,Fee payment failed but amount deducted,High
4521,Internship approval request,Medium
4886,General timetable inquiry,Low
1179,Emergency leave approval required,High
4514,General timetable inquiry,Low
4899,Transcript request status,Medium
443,Transcript request status,Medium
4067,Internship approval request,Medium
3039,Admit card not generated for upcoming exam,High
3297,Internship approval request,Medium
5720,Library access issue,Medium
1055,Exam portal is not working,High
2670,ID card reissue process inquiry,Medium
4597,Emergency leave approval required,High
3045,Transcript request status,Medium
1416,General timetable inquiry,Low
2373,Emergency leave approval required,High
4238,WiFi slow in library,Low
2973,Result not visible on portal,High
5429,Transcript request status,Medium
3686,Admit card not generated for upcoming exam,High
5167,Result not visible on portal,High
1503,Emergency leave approval required,High
4703,Result not visible on portal,High
3845,Transcript request status,Medium
2012,Hostel electricity issue urgent,High
5257,Canteen food quality feedback,Low
5256,Canteen food quality feedback,Low
2860,Transcript request status,Medium
4837,Result not visible on portal,High
4532,Club membership request,Low
3465,Club membership request,Low
7,Result not visible on portal,High
2488,Hostel electricity issue urgent,High
679,WiFi slow in library,Low
1944,Elective subject change request,Medium
3717,Admit card not generated for upcoming exam,High
5521,Library access issue,Medium
5644,Internship approval request,Medium
4603,Sports event registration query,Low
2608,Internship approval request,Medium
4661,Club membership request,Low
5517,Result not visible on portal,High
1065,Fee payment failed but amount deducted,High
3733,Assignment deadline extension request,Low
2243,Assignment deadline extension request,Low
1475,Fee payment failed but amount deducted,High
4450,Assignment deadline extension request,Low
1890,Scholarship amount not credited,High
3455,Fee payment failed but amount deducted,High
2022,Elective subject change request,Medium
5236,Library access issue,Medium
4271,Canteen food quality feedback,Low
2659,ID card reissue process inquiry,Medium
2468,General timetable inquiry,Low
2752,Admit card not generated for upcoming exam,High
1131,Hostel electricity issue urgent,High
1462,Admit card not generated for upcoming exam,High
4690,Request for bonafide certificate,Medium
5431,Result not visible on portal,High
3309,WiFi slow in library,Low
3261,Internship approval request,Medium
223,Elective subject change request,Medium
5563,Scholarship amount not credited,High
49,Assignment deadline extension request,Low
574,Exam portal is not working,High
1237,Scholarship amount not credited,High
4562,WiFi slow in library,Low
5816,Canteen food quality feedback,Low
5390,Admit card not generated for upcoming exam,High
2283,Sports event registration query,Low
4079,Internship approval request,Medium
268,Canteen food quality feedback,Low
1105,WiFi slow in library,Low
2306,Request for bonafide certificate,Medium
5118,Internship approval request,Medium
1936,Internship approval request,Medium
387,Canteen food quality feedback,Low
1702,Transcript request status,Medium
1629,Emergency leave approval required,High
3201,Exam portal is not working,High
2715,WiFi slow in library,Low
2987,Request for bonafide certificate,Medium
5246,Scholarship amount not credited,High
1564,Fee payment failed but amount deducted,High
3579,Library access issue,Medium
210,Request for bonafide certificate,Medium
910,Elective subject change request,Medium
1290,Result not visible on portal,High
4529,Internship approval request,Medium
4953,Internship approval request,Medium
1843,Hostel electricity issue urgent,High
2498,Club membership request,Low
4905,Library access issue,Medium
4324,WiFi slow in library,Low
959,Exam portal is not working,High
1794,Fee payment failed but amount deducted,High
2089,Emergency leave approval required,High
2703,Internship approval request,Medium
332,Result not visible on portal,High
3335,Elective subject change request,Medium
3882,Transcript request status,Medium
2992,Canteen food quality feedback,Low
2460,Sports event registration query,Low
1775,Transcript request status,Medium
4212,Canteen food quality feedback,Low
4742,Exam portal is not working,High
4152,Transcript request status,Medium
4164,ID card reissue process inquiry,Medium
4868,General timetable inquiry,Low
5291,Admit card not generated for upcoming exam,High
3766,General timetable inquiry,Low
2810,Club membership request,Low
1711,WiFi slow in library,Low
4580,Club membership request,Low
2479,Scholarship amount not credited,High
1367,Admit card not generated for upcoming exam,High
174,Elective subject change request,Medium
4040,Club membership request,Low
4420,ID card reissue process inquiry,Medium
4444,Scholarship amount not credited,High
5998,Admit card not generated for upcoming exam,High
4093,Scholarship amount not credited,High
1953,Admit card not generated for upcoming exam,High
3204,Exam portal is not working,High
3354,Elective subject change request,Medium
2037,ID card reissue process inquiry,Medium
3879,Fee payment failed but amount deducted,High
4401,Emergency leave approval required,High
19,Assignment deadline extension request,Low
1,Canteen food quality feedback,Low
2175,Fee payment failed but amount deducted,High
1357,Request for bonafide certificate,Medium
5577,Request for bonafide certificate,Medium
4773,Assignment deadline extension request,Low
3160,Elective subject change request,Medium
397,Assignment deadline extension request,Low
4508,Result not visible on portal,High
3342,Library access issue,Medium
1813,ID card reissue process inquiry,Medium
3897,Internship approval request,Medium
4350,Sports event registration query,Low
817,Admit card not generated for upcoming exam,High
1573,Club membership request,Low
4731,Fee payment failed but amount deducted,High
1801,WiFi slow in library,Low
2281,Emergency leave approval required,High
5059,Sports event registration query,Low
5822,Club membership request,Low
3911,Sports event registration query,Low
4536,Elective subject change request,Medium
5145,Emergency leave approval required,High
5172,ID card reissue process inquiry,Medium
4396,Club membership request,Low
4156,Library access issue,Medium
3836,WiFi slow in library,Low
4732,Internship approval request,Medium
5338,WiFi slow in library,Low
555,Emergency leave approval required,High
1160,Canteen food quality feedback,Low
1214,Elective subject change request,Medium
4033,Scholarship amount not credited,High
1326,Club membership request,Low
3287,Elective subject change request,Medium
3350,Canteen food quality feedback,Low
701,Request for bonafide certificate,Medium
2701,Request for bonafide certificate,Medium
4294,Scholarship amount not credited,High
1848,Library access issue,Medium
4407,Transcript request status,Medium
5635,Hostel electricity issue urgent,High
1456,Transcript request status,Medium
5020,Result not visible on portal,High
5615,Elective subject change request,Medium
4128,Fee payment failed but amount deducted,High
867,General timetable inquiry,Low
4585,Fee payment failed but amount deducted,High
1645,WiFi slow in library,Low
2141,Fee payment failed but amount deducted,High
4464,WiFi slow in library,Low
3989,Sports event registration query,Low
1491,Emergency leave approval required,High
5507,General timetable inquiry,Low
730,Canteen food quality feedback,Low
4583,Request for bonafide certificate,Medium
3500,ID card reissue process inquiry,Medium
2621,Hostel electricity issue urgent,High
1937,Scholarship amount not credited,High
5552,WiFi slow in library,Low
1111,Club membership request,Low
4871,Club membership request,Low
5361,Transcript request status,Medium
2395,General timetable inquiry,Low
1186,General timetable inquiry,Low
2008,Internship approval request,Medium
194,Result not visible on portal,High
1516,Fee payment failed but amount deducted,High
579,Library access issue,Medium
2124,Elective subject change request,Medium
1430,ID card reissue process inquiry,Medium
772,Scholarship amount not credited,High
5206,Scholarship amount not credited,High
2396,Elective subject change request,Medium
5942,WiFi slow in library,Low
1847,Sports event registration query,Low
132,Fee payment failed but amount deducted,High
179,Sports event registration query,Low
5356,Internship approval request,Medium
3810,Request for bonafide certificate,Medium
3568,Scholarship amount not credited,High
2581,Club membership request,Low
3626,Admit card not generated for upcoming exam,High
4280,ID card reissue process inquiry,Medium
2653,Scholarship amount not credited,High
4220,General timetable inquiry,Low
2074,Request for bonafide certificate,Medium
659,Request for bonafide certificate,Medium
1897,Canteen food quality feedback,Low
4412,WiFi slow in library,Low
4064,Emergency leave approval required,High
2222,Request for bonafide certificate,Medium
5679,Fee payment failed but amount deducted,High
2380,Transcript request status,Medium
1448,Assignment deadline extension request,Low
343,Result not visible on portal,High
3605,Exam portal is not working,High
2528,Exam portal is not working,High
728,Canteen food quality feedback,Low
4723,Internship approval request,Medium
977,Sports event registration query,Low
3615,Exam portal is not working,High
4162,Club membership request,Low
1929,WiFi slow in library,Low
3695,Result not visible on portal,High
5761,Emergency leave approval required,High
1300,Hostel electricity issue urgent,High
4174,Elective subject change request,Medium
5509,Internship approval request,Medium
661,Admit card not generated for upcoming exam,High
1791,Internship approval request,Medium
3391,Canteen food quality feedback,Low
5934,Club membership request,Low
494,Request for bonafide certificate,Medium
3113,General timetable inquiry,Low
4903,General timetable inquiry,Low
4990,Assignment deadline extension request,Low
3827,Assignment deadline extension request,Low
5523,Request for bonafide certificate,Medium
1086,Emergency leave approval required,High
5663,Assignment deadline extension request,Low
695,Request for bonafide certificate,Medium
1279,General timetable inquiry,Low
4230,Internship approval request,Medium
1622,Scholarship amount not credited,High
2562,Library access issue,Medium
5185,Emergency leave approval required,High
4009,Elective subject change request,Medium
68,Emergency leave approval required,High
4083,Library access issue,Medium
4838,Elective subject change request,Medium
2270,Elective subject change request,Medium
5780,Result not visible on portal,High
4726,Exam portal is not working,High
821,Exam portal is not working,High
1227,Exam portal is not working,High
1678,Scholarship amount not credited,High
5012,ID card reissue process inquiry,Medium
2868,ID card reissue process inquiry,Medium
4377,Sports event registration query,Low
2368,Request for bonafide certificate,Medium
4026,Scholarship amount not credited,High
3922,Elective subject change request,Medium
2513,Transcript request status,Medium
2724,Sports event registration query,Low
5344,Scholarship amount not credited,High
5452,ID card reissue process inquiry,Medium
4435,Exam portal is not working,High
1144,Assignment deadline extension request,Low
398,Library access issue,Medium
787,Assignment deadline extension request,Low
5140,Emergency leave approval required,High
3908,Hostel electricity issue urgent,High
1399,Canteen food quality feedback,Low
1660,Scholarship amount not credited,High
5736,Fee payment failed but amount deducted,High
2221,Assignment deadline extension request,Low
980,Scholarship amount not credited,High
2332,Sports event registration query,Low
1299,Exam portal is not working,High
5420,Request for bonafide certificate,Medium
83,Club membership request,Low
3101,Request for bonafide certificate,Medium
3482,ID card reissue process inquiry,Medium
4794,Internship approval request,Medium
4530,Scholarship amount not credited,High
5634,Assignment deadline extension request,Low
5515,Hostel electricity issue urgent,High
2904,Elective subject change request,Medium
424,Fee payment failed but amount deducted,High
5190,General timetable inquiry,Low
1905,Library access issue,Medium
5440,Library access issue,Medium
1531,Request for bonafide certificate,Medium
4252,Assignment deadline extension request,Low
1566,Canteen food quality feedback,Low
4437,Scholarship amount not credited,High
2750,Scholarship amount not credited,High
840,Assignment deadline extension request,Low
501,Library access issue,Medium
4031,Library access issue,Medium
142,Library access issue,Medium
4950,WiFi slow in library,Low
2606,Library access issue,Medium
3506,General timetable inquiry,Low
1378,Request for bonafide certificate,Medium
4662,Request for bonafide certificate,Medium
5883,Admit card not generated for upcoming exam,High
2267,Hostel electricity issue urgent,High
5341,Internship approval request,Medium
1139,WiFi slow in library,Low
2258,Club membership request,Low
5446,WiFi slow in library,Low
1788,Library access issue,Medium
3635,Assignment deadline extension request,Low
551,Transcript request status,Medium
460,Emergency leave approval required,High
2020,General timetable inquiry,Low
949,Club membership request,Low
3219,Assignment deadline extension request,Low
5181,Hostel electricity issue urgent,High
533,Exam portal is not working,High
3843,ID card reissue process inquiry,Medium
1830,Sports event registration query,Low
5407,Sports event registration query,Low
5293,Admit card not generated for upcoming exam,High
4775,Exam portal is not working,High
3915,Admit card not generated for upcoming exam,High
1603,Request for bonafide certificate,Medium
2239,Admit card not generated for upcoming exam,High
640,Internship approval request,Medium
5793,Elective subject change request,Medium
968,Transcript request status,Medium
5067,Sports event registration query,Low
3712,Admit card not generated for upcoming exam,High
1684,Scholarship amount not credited,High
2249,Request for bonafide certificate,Medium
4127,Sports event registration query,Low
5360,Sports event registration query,Low
3320,Fee payment failed but amount deducted,High
156,WiFi slow in library,Low
2296,General timetable inquiry,Low
3524,Admit card not generated for upcoming exam,High
4020,Fee payment failed but amount deducted,High
1090,General timetable inquiry,Low
5820,Internship approval request,Medium
2320,Sports event registration query,Low
2941,Canteen food quality feedback,Low
5072,Assignment deadline extension request,Low
289,Scholarship amount not credited,High
931,Fee payment failed but amount deducted,High
2910,Sports event registration query,Low
3586,Transcript request status,Medium
4657,Elective subject change request,Medium
2885,ID card reissue process inquiry,Medium
3378,WiFi slow in library,Low
3221,Hostel electricity issue urgent,High
5445,Club membership request,Low
3001,Scholarship amount not credited,High
4451,Emergency leave approval required,High
4698,Sports event registration query,Low
5914,Sports event registration query,Low
943,Admit card not generated for upcoming exam,High
2355,Internship approval request,Medium
4765,Hostel electricity issue urgent,High
5789,WiFi slow in library,Low
5594,Canteen food quality feedback,Low
1699,General timetable inquiry,Low
5647,Sports event registration query,Low
5200,Canteen food quality feedback,Low
3546,Hostel electricity issue urgent,High
3978,Sports event registration query,Low
5015,Assignment deadline extension request,Low
986,ID card reissue process inquiry,Medium
5279,Elective subject change request,Medium
3108,Library access issue,Medium
3166,General timetable inquiry,Low
5727,Exam portal is not working,High
982,Request for bonafide certificate,Medium
3529,Request for bonafide certificate,Medium
3263,Library access issue,Medium
5459,Exam portal is not working,High
3443,Hostel electricity issue urgent,High
4297,ID card reissue process inquiry,Medium
3498,Sports event registration query,Low
1474,WiFi slow in library,Low
4551,Club membership request,Low
4458,Internship approval request,Medium
4883,Request for bonafide certificate,Medium
1458,Emergency leave approval required,High
1396,Sports event registration query,Low
265,Admit card not generated for upcoming exam,High
2749,Assignment deadline extension request,Low
3394,Club membership request,Low
2693,Request for bonafide certificate,Medium
930,Request for bonafide certificate,Medium
4221,Assignment deadline extension request,Low
5704,Canteen food quality feedback,Low
2401,Fee payment failed but amount deducted,High
2179,General timetable inquiry,Low
3807,Internship approval request,Medium
247,Result not visible on portal,High
1595,Result not visible on portal,High
1759,ID card reissue process inquiry,Medium
5837,WiFi slow in library,Low
4055,Emergency leave approval required,High
924,Transcript request status,Medium
3323,Emergency leave approval required,High
269,Sports event registration query,Low
670,Emergency leave approval required,High
4257,Result not visible on portal,High
1911,Exam portal is not working,High
4397,Fee payment failed but amount deducted,High
1153,Assignment deadline extension request,Low
4919,Assignment deadline extension request,Low
5773,Internship approval request,Medium
4501,Request for bonafide certificate,Medium
2697,Scholarship amount not credited,High
2592,Elective subject change request,Medium
5073,Fee payment failed but amount deducted,High
1782,Admit card not generated for upcoming exam,High
2414,Result not visible on portal,High
3014,Result not visible on portal,High
5239,Emergency leave approval required,High
2308,Fee payment failed but amount deducted,High
3823,Club membership request,Low
688,Internship approval request,Medium
1916,Canteen food quality feedback,Low
5646,Assignment deadline extension request,Low
613,Exam portal is not working,High
3072,Request for bonafide certificate,Medium
3406,Admit card not generated for upcoming exam,High
2268,Elective subject change request,Medium
5753,Internship approval request,Medium
2534,WiFi slow in library,Low
40,Request for bonafide certificate,Medium
1899,Club membership request,Low
1650,General timetable inquiry,Low
3472,Canteen food quality feedback,Low
259,Emergency leave approval required,High
2925,Result not visible on portal,High
2435,General timetable inquiry,Low
848,ID card reissue process inquiry,Medium
2823,Request for bonafide certificate,Medium
4402,Scholarship amount not credited,High
5085,Emergency leave approval required,High
3955,Library access issue,Medium
3642,General timetable inquiry,Low
1234,Internship approval request,Medium
1128,Scholarship amount not credited,High
3490,Request for bonafide certificate,Medium
1968,Canteen food quality feedback,Low
559,Exam portal is not working,High
905,Library access issue,Medium
2615,Scholarship amount not credited,High
485,Fee payment failed but amount deducted,High
2212,ID card reissue process inquiry,Medium
1321,Scholarship amount not credited,High
3333,Fee payment failed but amount deducted,High
2556,Emergency leave approval required,High
8,Request for bonafide certificate,Medium
2316,Admit card not generated for upcoming exam,High
5079,Result not visible on portal,High
4385,Scholarship amount not credited,High
4316,Canteen food quality feedback,Low
5268,Assignment deadline extension request,Low
1451,Request for bonafide certificate,Medium
1202,Club membership request,Low
2427,Sports event registration query,Low
2649,Result not visible on portal,High
1815,WiFi slow in library,Low
2727,Library access issue,Medium
774,Internship approval request,Medium
2275,Hostel electricity issue urgent,High
1012,Fee payment failed but amount deducted,High
4060,General timetable inquiry,Low
3468,Canteen food quality feedback,Low
1992,Club membership request,Low
1278,Canteen food quality feedback,Low
1784,Library access issue,Medium
4254,Exam portal is not working,High
447,Exam portal is not working,High
881,Emergency leave approval required,High
4054,Internship approval request,Medium
5347,Assignment deadline extension request,Low
2728,Club membership request,Low
3049,Elective subject change request,Medium
782,Internship approval request,Medium
2652,Transcript request status,Medium
5828,Request for bonafide certificate,Medium
1750,Hostel electricity issue urgent,High
2127,Canteen food quality feedback,Low
4422,ID card reissue process inquiry,Medium
2792,Result not visible on portal,High
2424,General timetable inquiry,Low
5858,Internship approval request,Medium
5169,Library access issue,Medium
884,Canteen food quality feedback,Low
3358,Assignment deadline extension request,Low
1092,Emergency leave approval required,High
5623,Hostel electricity issue urgent,High
5129,General timetable inquiry,Low
532,Canteen food quality feedback,Low
3591,Elective subject change request,Medium
2439,Fee payment failed but amount deducted,High
4862,Scholarship amount not credited,High
5065,Assignment deadline extension request,Low
3956,WiFi slow in library,Low
4967,Hostel electricity issue urgent,High
2291,Emergency leave approval required,High
1728,Hostel electricity issue urgent,High
611,ID card reissue process inquiry,Medium
571,Canteen food quality feedback,Low
3775,Admit card not generated for upcoming exam,High
1318,ID card reissue process inquiry,Medium
344,Elective subject change request,Medium
588,Club membership request,Low
4678,Scholarship amount not credited,High
637,Elective subject change request,Medium
435,Exam portal is not working,High
1904,Elective subject change request,Medium
98,Library access issue,Medium
4929,ID card reissue process inquiry,Medium
3426,Exam portal is not working,High
4421,Request for bonafide certificate,Medium
2070,Canteen food quality feedback,Low
1538,Transcript request status,Medium
3207,Request for bonafide certificate,Medium
4547,Hostel electricity issue urgent,High
4772,Fee payment failed but amount deducted,High
3324,Request for bonafide certificate,Medium
1518,Emergency leave approval required,High
966,Canteen food quality feedback,Low
5276,Internship approval request,Medium
529,Admit card not generated for upcoming exam,High
177,Sports event registration query,Low
2471,Admit card not generated for upcoming exam,High
4522,Transcript request status,Medium
3600,ID card reissue process inquiry,Medium
3002,Fee payment failed but amount deducted,High
5866,Club membership request,Low
573,Sports event registration query,Low
3266,Assignment deadline extension request,Low
593,Transcript request status,Medium
4975,Sports event registration query,Low
3063,Assignment deadline extension request,Low
3483,Request for bonafide certificate,Medium
2375,General timetable inquiry,Low
3065,Canteen food quality feedback,Low
5628,Emergency leave approval required,High
4333,Request for bonafide certificate,Medium
3657,Result not visible on portal,High
2209,Sports event registration query,Low
4417,Canteen food quality feedback,Low
2493,Canteen food quality feedback,Low
3902,Admit card not generated for upcoming exam,High
384,Result not visible on portal,High
853,Sports event registration query,Low
1881,Canteen food quality feedback,Low
371,Emergency leave approval required,High
3363,WiFi slow in library,Low
4232,Emergency leave approval required,High
5205,Elective subject change request,Medium
5171,Library access issue,Medium
5958,ID card reissue process inquiry,Medium
1106,Elective subject change request,Medium
4685,Hostel electricity issue urgent,High
2362,WiFi slow in library,Low
5154,Sports event registration query,Low
1337,Canteen food quality feedback,Low
2190,Exam portal is not working,High
5503,ID card reissue process inquiry,Medium
5404,WiFi slow in library,Low
4849,Exam portal is not working,High
2247,Club membership request,Low
5975,Result not visible on portal,High
5812,Hostel electricity issue urgent,High
1172,Hostel electricity issue urgent,High
3993,Canteen food quality feedback,Low
3809,Elective subject change request,Medium
1423,Club membership request,Low
2687,Result not visible on portal,High
5381,Result not visible on portal,High
3319,Club membership request,Low
5814,Library access issue,Medium
5708,Transcript request status,Medium
1465,Transcript request status,Medium
875,Fee payment failed but amount deducted,High
2298,Exam portal is not working,High
2644,Request for bonafide certificate,Medium
3946,Request for bonafide certificate,Medium
5191,Club membership request,Low
1252,Sports event registration query,Low
3327,Request for bonafide certificate,Medium
841,Transcript request status,Medium
4229,Hostel electricity issue urgent,High
582,Club membership request,Low
205,ID card reissue process inquiry,Medium
1642,ID card reissue process inquiry,Medium
2015,General timetable inquiry,Low
906,Library access issue,Medium
632,Canteen food quality feedback,Low
4245,Fee payment failed but amount deducted,High
1975,ID card reissue process inquiry,Medium
163,Scholarship amount not credited,High
4305,Library access issue,Medium
4056,Transcript request status,Medium
5389,Internship approval request,Medium
3514,Sports event registration query,Low
618,Canteen food quality feedback,Low
